,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
9281,192439.0,2014,LIU Brooklyn,3.0,4.0,2.0,0.869,20.0,921.0,4905.0,793.0,34120.0,34120.0,11583.0,9917.0,0.3017,0.589,0.7197,,0.131264145,0.008406078,0.215971549,0.6979351032,2986.0,15000.0,54600.0,1.0,0.2985,0.7015,3477.0,2000.0,12064.0,,5
9282,192448.0,2014,Long Island University,3.0,4.0,2.0,0.8067,21.0,974.0,4067.0,674.0,34070.0,34070.0,10405.0,10748.0,0.3902,0.717,0.3043,,0.131264145,0.008406078,0.215971549,0.6979351032,2986.0,15000.0,54600.0,1.0,0.3912,0.6088,2616.0,2000.0,12534.0,,5
9283,192703.0,2014,Manhattan College,3.0,4.0,2.0,0.6617,25.0,1090.0,3403.0,610.0,35725.0,35725.0,9882.0,9042.0,0.7373,0.8789,0.6361,,0.080808081,,0.053030303,0.8981595092,671.0,20125.0,66700.0,1.0,0.5551,0.4449,480.0,1200.0,13080.0,,5
9284,192749.0,2014,Manhattanville College,3.0,4.0,2.0,0.7674,,1075.0,1671.0,388.0,35370.0,35370.0,9394.0,7862.0,0.5832,0.7524,0.6377,,0.057395144,,0.099337748,0.795045045,451.0,16500.0,52000.0,1.0,0.3603,0.6397,1031.0,800.0,14520.0,,5
9285,192819.0,2014,Marist College,3.0,4.0,2.0,0.3745,,,5295.0,712.0,31290.0,31290.0,10995.0,8532.0,0.8037,0.9044,0.5628,,0.121503497,,0.071678322,0.9159964254,1027.0,21500.0,59000.0,1.0,0.4113,0.5887,799.0,1800.0,13100.0,,5
9287,192925.0,2014,Medaille College,3.0,4.0,2.0,0.5429,,865.0,1716.0,357.0,23812.0,23812.0,6656.0,5457.0,0.4914,0.587,0.8454,,0.084935897,,0.325320513,0.7690288714,616.0,14000.0,42700.0,1.0,0.3351,0.6649,663.0,1100.0,11300.0,,5
9288,193016.0,2014,Mercy College,3.0,4.0,2.0,0.5724,,,6897.0,699.0,17576.0,17576.0,5547.0,8144.0,0.3346,0.701,0.5677,,0.140595552,0.009800226,0.273652469,0.5155155155,2231.0,11000.0,42200.0,1.0,0.301,0.699,3494.0,1440.0,12390.0,,5
9290,193292.0,2014,Molloy College,3.0,4.0,2.0,0.7267,23.0,1054.0,3322.0,435.0,25710.0,25710.0,12758.0,8716.0,0.6622,0.8909,0.7941,,0.174934726,,0.165796345,0.7834793492,840.0,22000.0,61000.0,1.0,0.261,0.739,1080.0,1438.0,13240.0,,5
9293,193353.0,2014,Mount Saint Mary College,3.0,4.0,2.0,0.86,22.0,1006.0,2155.0,357.0,26250.0,26250.0,7429.0,8458.0,0.522,0.6955,0.7213,,0.134730539,,0.124251497,0.7495769882,675.0,16500.0,49200.0,1.0,0.2891,0.7109,353.0,1200.0,13290.0,,5
9294,193399.0,2014,College of Mount Saint Vincent,3.0,4.0,2.0,0.731,20.0,919.0,1635.0,454.0,30290.0,30290.0,8295.0,8049.0,0.5152,0.6687,0.9077,,0.09487666,,0.072106262,0.6987951807,470.0,22500.0,56400.0,1.0,0.282,0.718,269.0,1185.0,12060.0,,5
9296,193584.0,2014,Nazareth College,3.0,4.0,2.0,0.6839,,,1995.0,403.0,29624.0,29624.0,11154.0,7831.0,0.6798,0.786,0.7771,,0.143884892,,0.061151079,0.8144654088,637.0,20500.0,44900.0,1.0,0.2657,0.7343,789.0,1100.0,12166.0,,5
9297,193645.0,2014,The College of New Rochelle,3.0,4.0,2.0,0.5695,24.0,986.0,3207.0,527.0,31260.0,31260.0,5170.0,8030.0,0.2634,0.6206,0.6525,,0.067629179,,0.311550152,0.3696013289,1417.0,12500.0,38100.0,1.0,0.1038,0.8962,741.0,600.0,11690.0,,5
9298,193654.0,2014,The New School,3.0,4.0,2.0,0.6659,25.0,1131.0,6581.0,503.0,40426.0,40426.0,12326.0,9716.0,0.6336,0.8276,0.4129,,0.213644524,,0.21005386,0.7569018405,1420.0,18936.0,52700.0,1.0,0.2766,0.7234,3524.0,1581.0,15674.0,,5
9299,193900.0,2014,New York University,3.0,4.0,2.0,0.3239,30.0,1352.0,22172.0,2641.0,44848.0,44848.0,28606.0,13434.0,0.8331,0.925,0.4131,,0.174201788,0.006896552,0.105491699,0.8442772458,4087.0,19500.0,76000.0,1.0,0.4009,0.5991,21984.0,1070.0,16622.0,,5
9301,193973.0,2014,Niagara University,3.0,4.0,2.0,0.6633,23.0,1038.0,3172.0,510.0,28200.0,28200.0,7355.0,8135.0,0.6513,0.8072,0.644,,0.138482024,,0.118508655,0.8195121951,749.0,19500.0,43100.0,1.0,0.3982,0.6018,827.0,1050.0,11600.0,,5
9303,194091.0,2014,New York Institute of Technology,3.0,4.0,2.0,0.7407,22.0,1039.0,4307.0,570.0,30780.0,30780.0,15085.0,11418.0,0.4705,0.7208,0.5407,,0.107732407,,0.198088619,0.696534235,1260.0,14375.0,64900.0,1.0,0.6287,0.3713,3089.0,960.0,13458.0,,5
9304,194161.0,2014,Nyack College,3.0,4.0,2.0,0.9671,20.0,915.0,1818.0,263.0,23250.0,23250.0,7721.0,6525.0,0.4276,0.7106,0.8471,,0.095108696,,0.327445652,0.5660377358,771.0,11748.0,46400.0,1.0,0.396,0.604,1251.0,750.0,8650.0,,5
9307,194310.0,2014,Pace University,3.0,4.0,2.0,0.7683,23.0,1043.0,7883.0,1372.0,38069.0,38069.0,10191.0,11627.0,0.5146,0.7599,0.5818,,0.111230521,0.008060183,0.17248791,0.7553191489,1972.0,16012.5,63100.0,1.0,0.4086,0.5914,4335.0,800.0,16000.0,,5
9308,194541.0,2014,Polytechnic Institute of New York University,3.0,4.0,2.0,0.7523,30.0,1303.0,2078.0,336.0,41328.0,41328.0,14256.0,10047.0,0.5714,0.8792,0.5746,,0.174201788,0.006896552,0.105491699,0.8442772458,4087.0,19500.0,76000.0,1.0,0.7676,0.2324,2735.0,1500.0,13500.0,,5
9309,194578.0,2014,Pratt Institute-Main,3.0,4.0,2.0,0.5572,26.0,1140.0,3247.0,359.0,43126.0,43126.0,13360.0,9254.0,0.6277,0.8673,0.4808,,0.109947644,,0.097731239,0.806122449,471.0,22950.0,49200.0,1.0,0.3317,0.6683,1482.0,3000.0,10808.0,,5
9310,194824.0,2014,Rensselaer Polytechnic Institute,3.0,4.0,2.0,0.412,29.0,1366.0,5379.0,846.0,46269.0,46269.0,18792.0,12145.0,0.8494,0.9351,0.5866,,0.089617486,,0.03715847,0.9566787004,974.0,26500.0,82500.0,1.0,0.704,0.296,1262.0,1140.0,12960.0,,5
9311,194958.0,2014,Roberts Wesleyan College,3.0,4.0,2.0,0.726,23.0,1046.0,1302.0,188.0,27364.0,27364.0,10436.0,6293.0,0.6057,0.8571,0.8074,,0.216101695,,0.165254237,0.7865168539,518.0,18725.0,44200.0,1.0,0.2995,0.7005,420.0,1000.0,9630.0,,5
9312,195003.0,2014,Rochester Institute of Technology,3.0,4.0,2.0,0.6016,28.0,1232.0,12587.0,2053.0,34424.0,34424.0,16160.0,9621.0,0.6388,0.8691,0.6848,,0.081140351,0.004020468,0.130847953,0.8579088472,2753.0,23102.0,64900.0,1.0,0.674,0.326,2703.0,1050.0,11178.0,,5
9313,195030.0,2014,University of Rochester,3.0,4.0,2.0,0.3568,31.0,1353.0,6047.0,731.0,45372.0,45372.0,29937.0,12762.0,0.8518,0.9605,0.5253,,0.145379024,,0.067497404,0.8336755647,974.0,22500.0,71000.0,1.0,0.4835,0.5165,4843.0,1290.0,13128.0,,5
9315,195128.0,2014,Russell Sage College,3.0,4.0,2.0,0.5664,,,1661.0,256.0,28000.0,28000.0,6918.0,5797.0,0.5802,0.7837,0.7898,,0.238019169,,0.174121406,0.7676767677,546.0,15550.0,43100.0,1.0,0.2077,0.7923,1133.0,1200.0,11370.0,,5
9316,195164.0,2014,St Bonaventure University,3.0,4.0,2.0,0.7999,24.0,1075.0,1787.0,365.0,29589.0,29589.0,7923.0,6445.0,0.666,0.8066,0.7044,,0.083333333,,0.075,,465.0,21290.0,48800.0,1.0,0.4947,0.5053,418.0,800.0,10715.0,,5
9317,195173.0,2014,St Francis College,3.0,4.0,2.0,0.6433,,940.0,2725.0,474.0,20700.0,20700.0,6389.0,8739.0,0.5209,0.7959,0.5035,,0.127906977,,0.207641196,0.7197640118,684.0,13500.0,50000.0,1.0,0.4411,0.5589,55.0,1000.0,19500.0,,5
9318,195216.0,2014,St Lawrence University,3.0,4.0,2.0,0.4643,,,2391.0,366.0,46040.0,46040.0,16095.0,8789.0,0.8038,0.8955,0.5575,,0.033333333,,0.053846154,0.9045643154,411.0,24059.0,53100.0,1.0,0.4513,0.5487,92.0,750.0,11860.0,,5
9319,195234.0,2014,The College of Saint Rose,3.0,4.0,2.0,0.7751,,,2792.0,493.0,27684.0,27684.0,11676.0,7857.0,0.6645,0.7542,0.7779,,0.157894737,0.019883041,0.112280702,0.8320610687,858.0,17193.0,43400.0,1.0,0.3345,0.6655,1651.0,1200.0,11250.0,,5
9320,195243.0,2014,St. Thomas Aquinas College,3.0,4.0,2.0,0.8224,19.0,931.0,1279.0,197.0,26340.0,26340.0,9077.0,8773.0,0.5278,0.737,0.4761,,0.141666667,,0.113888889,0.7716894977,326.0,15000.0,48000.0,1.0,0.4668,0.5332,171.0,1000.0,11280.0,,5
9321,195304.0,2014,Sarah Lawrence College,3.0,4.0,2.0,0.6166,,,1402.0,215.0,48696.0,48696.0,20142.0,9806.0,0.6915,0.8256,0.6127,,0.094488189,,0.094488189,0.8419354839,302.0,13125.0,44100.0,1.0,0.2817,0.7183,311.0,600.0,14026.0,,5
9323,195474.0,2014,Siena College,3.0,4.0,2.0,0.6805,25.0,1122.0,3102.0,581.0,31368.0,31368.0,10545.0,8320.0,0.7964,0.8595,0.7079,,0.091027308,,0.050715215,0.89,782.0,21638.0,59800.0,1.0,0.4694,0.5306,56.0,1282.0,12495.0,,5
9324,195526.0,2014,Skidmore College,3.0,4.0,2.0,0.3505,28.0,1247.0,2646.0,231.0,45874.0,45874.0,19402.0,9067.0,0.8592,0.9304,0.3211,,0.038961039,,,0.9206349206,300.0,19500.0,54400.0,1.0,0.3927,0.6073,18.0,1300.0,12202.0,,5
9325,195544.0,2014,St. Joseph's College-New York,3.0,4.0,2.0,0.7538,23.0,1054.0,4408.0,365.0,21878.0,21878.0,7860.0,8720.0,0.7158,0.8371,0.5391,,0.253915911,,0.13932399,0.7178924259,1250.0,16000.0,54600.0,1.0,0.3115,0.6885,825.0,1000.0,,,5
9326,195720.0,2014,Saint John Fisher College,3.0,4.0,2.0,0.6277,25.0,1095.0,2948.0,509.0,28430.0,28430.0,8715.0,8342.0,0.7253,0.8322,0.7973,,0.2402746,,0.092677346,0.8358974359,854.0,20000.0,50800.0,1.0,0.4006,0.5994,1028.0,1000.0,10940.0,,5
9327,195809.0,2014,St. John's University-New York,3.0,4.0,2.0,0.5316,24.0,1093.0,11147.0,2388.0,37260.0,37260.0,10743.0,11777.0,0.557,0.7962,0.5684,,0.0894612,0.008132836,0.16570654,0.8063829787,3147.0,18750.0,61400.0,1.0,0.4743,0.5257,4956.0,1045.0,15580.0,,5
9355,196413.0,2014,Syracuse University,3.0,4.0,2.0,0.4949,26.0,1158.0,14738.0,2062.0,40458.0,40458.0,14915.0,10822.0,0.8108,0.919,0.5699,,0.068649886,0.004576659,0.062166285,0.8866977411,2639.0,25750.0,65900.0,1.0,0.449,0.551,6170.0,1360.0,14054.0,,5
9358,196592.0,2014,Touro College,3.0,4.0,2.0,0.5866,,,6196.0,528.0,15250.0,15250.0,7538.0,7050.0,0.3915,0.6286,0.5359,,0.225238095,0.011904762,0.285238095,0.5530660377,2418.0,7500.0,39800.0,1.0,0.3212,0.6788,7041.0,1046.0,8350.0,,5
9366,197045.0,2014,Utica College,3.0,4.0,2.0,0.8542,21.0,946.0,2831.0,446.0,33320.0,33320.0,8035.0,7905.0,0.4715,0.7194,0.7214,,0.17199559,,0.178610805,0.6640625,912.0,15500.0,46300.0,1.0,0.3931,0.6069,1147.0,1288.0,12418.0,,5
9368,197151.0,2014,School of Visual Arts,3.0,4.0,3.0,0.7489,23.0,1020.0,3469.0,350.0,32270.0,32270.0,11276.0,4887.0,0.6459,0.8293,0.4736,,0.116591928,,0.197309417,0.8389154705,691.0,22500.0,45700.0,1.0,0.3943,0.6057,702.0,1713.0,16800.0,,5
9369,197197.0,2014,Wagner College,3.0,4.0,2.0,0.6988,25.0,1154.0,1830.0,304.0,39220.0,39220.0,10939.0,7949.0,0.6136,0.8803,0.6318,,0.122850123,,0.068796069,0.874,462.0,21420.0,64100.0,1.0,0.3492,0.6508,403.0,797.0,11660.0,,5
9372,197708.0,2014,Yeshiva University,3.0,4.0,2.0,0.8216,26.0,1217.0,2887.0,356.0,37600.0,37600.0,33021.0,6117.0,0.8519,0.929,0.2656,,0.078947368,,0.088516746,0.88,391.0,10750.0,72200.0,1.0,0.5255,0.4745,3860.0,1224.0,10900.0,,5
9378,197911.0,2014,Barton College,3.0,4.0,2.0,0.4177,20.0,939.0,1043.0,176.0,25396.0,25396.0,6597.0,5838.0,0.4839,0.6866,0.781,,0.13368984,,0.155080214,0.7605042017,406.0,20000.0,38700.0,1.0,0.3126,0.6874,8.0,1200.0,8258.0,,5
9385,198136.0,2014,Campbell University,3.0,4.0,2.0,0.6983,22.0,1030.0,4463.0,449.0,26240.0,26240.0,8835.0,7536.0,0.4893,0.704,0.735,,0.136089578,,0.167958656,0.7792792793,1647.0,13500.0,55500.0,1.0,0.4979,0.5021,1657.0,2000.0,9300.0,,5
9388,198215.0,2014,Catawba College,3.0,4.0,2.0,0.4058,,985.0,1273.0,226.0,26820.0,26820.0,7026.0,6342.0,0.5263,0.7,0.678,,0.176470588,,0.153594771,0.7578347578,415.0,15707.0,42000.0,1.0,0.4823,0.5177,12.0,1400.0,9410.0,,5
9392,198303.0,2014,Chowan University,3.0,4.0,2.0,0.6154,16.0,777.0,1361.0,490.0,22510.0,22510.0,5191.0,6164.0,0.244,0.4825,0.8486,,0.021994135,,0.202346041,0.6524822695,546.0,9500.0,34600.0,1.0,0.4732,0.5268,6.0,1000.0,7870.0,,5
9398,198419.0,2014,Duke University,3.0,4.0,2.0,0.1342,32.0,1444.0,6501.0,753.0,45376.0,45376.0,54907.0,14288.0,0.9423,0.972,0.371,,0.416730038,,0.025095057,0.9323621228,1346.0,6000.0,108900.0,1.0,0.4976,0.5024,8821.0,1300.0,12902.0,,5
9403,198516.0,2014,Elon University,3.0,4.0,2.0,0.5398,25.0,1200.0,5599.0,560.0,30149.0,30149.0,14745.0,8485.0,0.8165,0.8989,0.3375,,0.05034965,,0.06993007,0.9149797571,662.0,19500.0,56200.0,1.0,0.4081,0.5919,706.0,900.0,9897.0,,5
9407,198561.0,2014,Gardner-Webb University,3.0,4.0,2.0,0.4817,22.0,1018.0,2559.0,365.0,25830.0,25830.0,6176.0,6413.0,0.569,0.7181,0.4012,,0.246857143,,0.139428571,0.6548279689,876.0,14716.0,40500.0,1.0,0.3474,0.6526,2069.0,1200.0,8330.0,,5
9413,198695.0,2014,High Point University,3.0,4.0,2.0,0.6418,24.0,1087.0,3996.0,589.0,30715.0,30715.0,8793.0,6894.0,0.6176,0.75,0.4891,,,,0.074074074,0.690936107,805.0,22981.5,42000.0,1.0,0.4109,0.5891,200.0,1300.0,10885.0,,5
9419,198835.0,2014,Lenoir-Rhyne University,3.0,4.0,2.0,0.6806,21.0,976.0,1409.0,272.0,29310.0,29310.0,7048.0,6600.0,0.4877,0.6231,0.6917,,0.096969697,,0.163636364,0.8596491228,447.0,15525.0,42000.0,1.0,0.4145,0.5855,407.0,1160.0,10040.0,,5
9421,198899.0,2014,Mars Hill University,3.0,4.0,2.0,0.6447,20.0,941.0,1393.0,376.0,25636.0,25636.0,5825.0,5017.0,0.3818,0.5826,0.8905,,0.071153846,,0.207692308,0.697080292,428.0,10250.0,32300.0,1.0,0.5039,0.4961,14.0,1500.0,9188.0,,5
9422,198950.0,2014,Meredith College,3.0,4.0,2.0,0.6232,23.0,1040.0,1543.0,315.0,30562.0,30562.0,9730.0,6925.0,0.6242,0.7248,0.6871,,0.113689095,,0.113689095,0.7244444444,507.0,19500.0,40000.0,1.0,0.0,1.0,301.0,750.0,8766.0,,5
9423,198969.0,2014,Methodist University,3.0,4.0,2.0,0.6122,21.0,961.0,2172.0,355.0,27830.0,27830.0,7620.0,6726.0,0.4249,0.5448,0.5739,,,,0.248951049,0.698757764,656.0,9500.0,43700.0,1.0,0.5387,0.4613,220.0,1400.0,10340.0,,5
9441,199412.0,2014,Queens University of Charlotte,3.0,4.0,2.0,0.7686,24.0,1058.0,1703.0,292.0,29800.0,29800.0,9180.0,4064.0,0.5207,0.6994,0.6239,,0.179673321,,0.137931035,0.7352380952,613.0,16000.0,44100.0,1.0,0.2783,0.7217,551.0,1300.0,11024.0,,5
9450,199643.0,2014,Shaw University,3.0,4.0,2.0,0.5449,,,1923.0,482.0,16480.0,16480.0,6872.0,4929.0,0.3044,0.4263,0.9217,,0.044328553,,0.294654498,0.211786372,872.0,11000.0,29000.0,1.0,0.4425,0.5575,139.0,1300.0,8158.0,,5
9457,199847.0,2014,Wake Forest University,3.0,4.0,2.0,0.352,,,4812.0,434.0,44742.0,44742.0,26136.0,10928.0,0.8646,0.9294,0.3506,,0.042124542,,0.023809524,0.9184339315,635.0,20500.0,77200.0,1.0,0.4788,0.5212,2779.0,1100.0,12000.0,,5
9463,199962.0,2014,Wingate University,3.0,4.0,2.0,0.793,22.0,1013.0,2002.0,496.0,25040.0,25040.0,8685.0,7232.0,0.5305,0.7536,0.7468,,0.087301587,,0.123015873,0.7938461538,394.0,13000.0,52900.0,1.0,0.4091,0.5909,993.0,1400.0,9950.0,,5
9468,200217.0,2014,University of Mary,3.0,4.0,2.0,0.8307,23.0,1046.0,1865.0,265.0,14730.0,14730.0,6616.0,6158.0,0.4858,0.7057,0.5882,,0.178170145,0.017656501,0.219903692,0.8772241993,596.0,12500.0,51900.0,1.0,0.3641,0.6359,866.0,1184.0,5778.0,,5
9475,201104.0,2014,Ashland University,3.0,4.0,2.0,0.7438,23.0,1043.0,3118.0,465.0,29836.0,29836.0,7945.0,6922.0,0.5634,0.737,0.5886,,0.11,0.016666667,0.214444444,,1047.0,17500.0,40400.0,1.0,0.4904,0.5096,1732.0,900.0,9502.0,,5
9476,201195.0,2014,Baldwin Wallace University,3.0,4.0,2.0,0.6396,24.0,1096.0,3331.0,688.0,27840.0,27840.0,10201.0,7418.0,0.7088,0.7921,0.7876,,0.109414758,,0.110687023,0.7782857143,891.0,22000.0,49600.0,1.0,0.45,0.55,628.0,1400.0,7740.0,,5
9480,201548.0,2014,Capital University,3.0,4.0,2.0,0.7604,24.0,1102.0,2647.0,583.0,31990.0,31990.0,9026.0,8743.0,0.5821,0.7436,0.8018,,0.101198402,,0.159786951,0.7991266376,772.0,20000.0,47300.0,1.0,0.4277,0.5723,840.0,1500.0,8710.0,,5
9481,201645.0,2014,Case Western Reserve University,3.0,4.0,2.0,0.4188,31.0,1377.0,4551.0,757.0,41800.0,41800.0,31974.0,10272.0,0.8012,0.9424,0.4815,,0.269484809,,0.05680317,0.8894409938,844.0,20744.0,84700.0,1.0,0.5513,0.4487,5664.0,1200.0,12898.0,,5
9482,201654.0,2014,Cedarville University,3.0,4.0,2.0,0.7401,27.0,1195.0,3108.0,486.0,26420.0,26420.0,9988.0,6831.0,0.7263,0.852,0.5278,,0.057838661,,0.100456621,0.9334365325,621.0,18750.0,45900.0,1.0,0.4733,0.5267,224.0,1150.0,5750.0,,5
9489,201964.0,2014,Ohio Christian University,3.0,4.0,2.0,0.9711,20.0,939.0,3155.0,322.0,17720.0,17720.0,4377.0,1476.0,0.3143,0.6414,0.7138,,0.076604555,,0.406487233,0.4210526316,747.0,5500.0,32500.0,1.0,0.3981,0.6019,183.0,2000.0,6998.0,,5
9492,202170.0,2014,Columbus College of Art and Design,3.0,4.0,2.0,0.8551,22.0,1035.0,1277.0,212.0,30390.0,30390.0,9500.0,6470.0,0.5908,0.7938,0.7123,,0.051987768,,0.22324159,0.7248157248,327.0,26000.0,38100.0,1.0,0.3806,0.6194,31.0,3000.0,7740.0,,5
9495,202480.0,2014,University of Dayton,3.0,4.0,2.0,0.5297,27.0,1181.0,7815.0,1736.0,35800.0,35800.0,10823.0,8494.0,0.7674,0.8858,0.6791,,0.053834808,,0.039085546,0.9169211973,1249.0,22250.0,57300.0,1.0,0.5172,0.4828,2860.0,1000.0,11490.0,,5
9498,202763.0,2014,The University of Findlay,3.0,4.0,2.0,0.6832,24.0,1083.0,2663.0,468.0,29798.0,29798.0,8412.0,7043.0,0.564,0.7619,0.4915,,0.129346314,,0.086230876,0.8025830258,758.0,15812.0,46500.0,1.0,0.3597,0.6403,1008.0,1125.0,9258.0,,5
9500,203085.0,2014,Heidelberg University,3.0,4.0,2.0,,,,1099.0,333.0,26180.0,26180.0,8704.0,6428.0,0.5068,0.6464,0.8432,,0.049844237,,0.165109034,0.83125,422.0,16306.5,40700.0,1.0,0.5005,0.4995,134.0,1500.0,8974.0,,5
9501,203128.0,2014,Hiram College,3.0,4.0,2.0,0.5736,22.0,1030.0,1260.0,262.0,30290.0,30290.0,9169.0,5420.0,0.6757,0.7566,0.7378,,0.10880829,,0.18134715,0.7465181058,325.0,19575.0,46000.0,1.0,0.454,0.546,28.0,700.0,9860.0,,5
9504,203368.0,2014,John Carroll University,3.0,4.0,2.0,0.8334,25.0,1112.0,3009.0,488.0,34480.0,34480.0,9365.0,8098.0,0.7528,0.8811,0.6694,,0.191394659,,0.050445104,0.8409405256,698.0,22750.0,57600.0,1.0,0.5198,0.4802,671.0,1000.0,10040.0,,5
9518,203757.0,2014,Lourdes University,3.0,4.0,2.0,0.6932,,,1747.0,243.0,17655.0,17655.0,8764.0,5914.0,0.3592,0.622,0.823,,0.100274725,,0.373626374,0.5865921788,685.0,15500.0,39600.0,1.0,0.2948,0.7052,381.0,1275.0,8400.0,,5
9519,203775.0,2014,Malone University,3.0,4.0,2.0,0.7179,23.0,1046.0,1571.0,296.0,25678.0,25678.0,6567.0,6277.0,0.5866,0.7131,0.7211,,0.114049587,0.019834711,0.216528926,0.8330275229,731.0,17101.0,46700.0,1.0,0.4341,0.5659,418.0,1100.0,8656.0,,5
9520,203845.0,2014,Marietta College,3.0,4.0,2.0,0.6387,24.0,1105.0,1390.0,368.0,31940.0,31940.0,12211.0,6565.0,0.5566,0.715,0.7122,,0.050595238,,0.101190476,0.8311345646,369.0,21074.5,51900.0,1.0,0.5827,0.4173,126.0,1160.0,9870.0,,5
9526,204185.0,2014,University of Mount Union,3.0,4.0,2.0,0.712,23.0,1050.0,2056.0,614.0,27380.0,27380.0,8974.0,6839.0,0.6273,0.7372,0.8161,,0.048526863,,0.088388215,0.8191681736,543.0,22500.0,48200.0,1.0,0.501,0.499,91.0,1100.0,8780.0,,5
9527,204194.0,2014,Mount Vernon Nazarene University,3.0,4.0,2.0,0.6349,23.0,1071.0,1774.0,252.0,23690.0,23690.0,6654.0,6099.0,0.6086,0.7276,0.7568,,0.124369748,,0.205042017,0.775974026,579.0,18000.0,46100.0,1.0,0.3563,0.6437,400.0,1400.0,6980.0,,5
9528,204200.0,2014,Mount Saint Joseph University,3.0,4.0,2.0,0.8755,22.0,989.0,1655.0,236.0,25800.0,25800.0,7201.0,6401.0,0.5821,0.6934,0.6543,,0.041284404,,0.21559633,,589.0,19362.5,44700.0,1.0,0.3909,0.6091,531.0,1000.0,8080.0,,5
9530,204264.0,2014,Muskingum University,3.0,4.0,2.0,0.7596,21.0,983.0,1641.0,379.0,23662.0,23662.0,8196.0,7269.0,0.4791,0.6832,0.8113,,0.053169734,,0.208588957,0.8620689655,533.0,14750.0,40100.0,1.0,0.4503,0.5497,426.0,1100.0,9320.0,,5
9533,204468.0,2014,Notre Dame College,3.0,4.0,2.0,0.9024,20.0,943.0,1792.0,331.0,26344.0,26344.0,5431.0,4881.0,0.387,0.6026,0.7526,,0.053016453,,0.248628885,0.703125,674.0,11000.0,41900.0,1.0,0.452,0.548,280.0,2150.0,8598.0,,5
9535,204501.0,2014,Oberlin College,3.0,4.0,2.0,0.3041,30.0,1354.0,2894.0,289.0,46870.0,46870.0,27620.0,9872.0,0.8857,0.9341,0.3717,,0.043103448,,0.045977012,0.8921933086,418.0,22677.5,43900.0,1.0,0.4547,0.5453,17.0,1958.0,12604.0,,5
9537,204617.0,2014,Ohio Dominican University,3.0,4.0,2.0,0.494,22.0,1028.0,1483.0,220.0,28932.0,28932.0,5064.0,6712.0,0.4092,0.6617,0.5994,,0.141447368,,0.185855263,0.6719745223,622.0,17428.0,44700.0,1.0,0.4309,0.5691,568.0,1100.0,9978.0,,5
9538,204635.0,2014,Ohio Northern University,3.0,4.0,2.0,0.6785,26.0,1153.0,2205.0,587.0,36720.0,36720.0,12893.0,8551.0,0.7175,0.8429,0.7284,,0.062893082,,0.047169811,0.8911798396,587.0,25000.0,71200.0,1.0,0.5229,0.4771,917.0,1800.0,10520.0,,5
9551,204936.0,2014,Otterbein University,3.0,4.0,2.0,0.7374,24.0,1087.0,2436.0,497.0,31424.0,31424.0,9507.0,7287.0,0.5981,0.7639,0.6996,,0.070044709,,0.119225037,0.8196248196,660.0,20300.5,44800.0,1.0,0.3797,0.6203,440.0,1258.0,9040.0,,5
9559,205957.0,2014,Franciscan University of Steubenville,3.0,4.0,2.0,0.7607,26.0,1163.0,2055.0,377.0,23160.0,23160.0,7014.0,7306.0,0.7346,0.8626,0.7649,,0.152133581,,0.12244898,0.8821656051,542.0,19500.0,39800.0,1.0,0.3805,0.6195,621.0,1200.0,7700.0,,5
9562,206048.0,2014,Tiffin University,3.0,4.0,2.0,0.3856,21.0,969.0,3309.0,622.0,20700.0,20700.0,2238.0,6822.0,0.461,0.6488,0.7577,,0.039853301,,0.434718826,0.7052980132,1668.0,9500.0,42000.0,1.0,0.4083,0.5917,1190.0,2000.0,9573.0,,5
9565,206330.0,2014,Urbana University,3.0,4.0,2.0,,,,1008.0,121.0,21566.0,21566.0,3582.0,4985.0,0.3042,0.7895,0.5139,,0.091772152,,0.300632911,0.6627906977,324.0,12500.0,39000.0,1.0,0.4762,0.5238,164.0,1000.0,8120.0,,5
9566,206437.0,2014,Walsh University,3.0,4.0,2.0,0.7713,23.0,1047.0,2280.0,459.0,25840.0,25840.0,7309.0,5876.0,0.5519,0.7348,0.8373,,0.098214286,,0.111607143,0.8157480315,667.0,19086.0,45400.0,1.0,0.389,0.611,578.0,1104.0,10310.0,,5
9568,206507.0,2014,Wilmington College,3.0,4.0,2.0,0.4603,22.0,1006.0,1163.0,263.0,28190.0,28190.0,6005.0,5915.0,0.3841,0.8175,0.7822,,0.143589744,,0.171794872,0.7802690583,443.0,18423.5,40000.0,1.0,0.466,0.534,4.0,1275.0,9392.0,,5
9572,206622.0,2014,Xavier University,3.0,4.0,2.0,0.6997,25.0,1132.0,4452.0,694.0,33000.0,33000.0,10197.0,8089.0,0.7646,0.8344,0.5802,,0.068322981,,0.098343685,0.8776077886,1054.0,20000.0,54500.0,1.0,0.4573,0.5427,2013.0,1000.0,10520.0,,5
