,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
8915,169983.0,2014,Kettering University,3.0,4.0,2.0,0.6159,27.0,1198.0,1640.0,272.0,35600.0,35600.0,11438.0,7704.0,0.6078,0.9194,0.5905,,,,0.107142857,0.9723404255,369.0,17375.0,76000.0,1.0,0.8165,0.1835,301.0,1200.0,6980.0,,5
8916,170037.0,2014,Cornerstone University,3.0,4.0,2.0,0.6807,24.0,1084.0,2100.0,313.0,24168.0,24168.0,6292.0,5537.0,0.4571,0.7612,0.7596,,0.100995733,,0.305832148,0.7246376812,718.0,13602.0,38800.0,1.0,0.4048,0.5952,609.0,1000.0,7910.0,,5
8929,170675.0,2014,Lawrence Technological University,3.0,4.0,2.0,0.4365,25.0,1145.0,3033.0,198.0,28948.0,28948.0,10272.0,7585.0,0.4939,0.8179,0.3302,,0.062162162,,0.17027027,0.8151041667,453.0,16751.0,59800.0,1.0,0.755,0.245,969.0,1384.0,8682.0,,5
8931,170806.0,2014,Madonna University,3.0,4.0,2.0,0.6125,22.0,1034.0,3080.0,94.0,16340.0,16340.0,7282.0,7554.0,0.4294,0.8182,0.583,,0.169191919,0.015151515,0.210858586,0.6192307692,783.0,17500.0,42400.0,1.0,0.3162,0.6838,1047.0,1152.0,8200.0,,5
8932,170842.0,2014,Marygrove College,3.0,4.0,2.0,0.9378,16.0,780.0,1041.0,120.0,19850.0,19850.0,8504.0,6431.0,0.2931,0.6692,0.8721,,0.141566265,,0.268072289,0.4126984127,393.0,12250.0,30500.0,1.0,0.2498,0.7502,919.0,1200.0,7600.0,,5
8947,171492.0,2014,Northwood University,3.0,4.0,2.0,0.6538,22.0,1029.0,2920.0,268.0,22130.0,22130.0,5977.0,6534.0,0.5414,0.8328,0.6951,,0.263336156,,0.180355631,0.6449814126,1290.0,15000.0,50500.0,1.0,0.5613,0.4387,230.0,1230.0,9040.0,,5
8950,171599.0,2014,Olivet College,3.0,4.0,2.0,0.5148,20.0,927.0,1026.0,258.0,23021.0,23021.0,5069.0,5258.0,0.4341,0.6364,0.8011,,0.079470199,,0.195364238,0.7123893805,364.0,17250.0,39300.0,1.0,0.5809,0.4191,14.0,1200.0,7400.0,,5
8953,172264.0,2014,Siena Heights University,3.0,4.0,2.0,0.6765,21.0,990.0,2325.0,256.0,21890.0,21890.0,5261.0,5676.0,0.431,0.5912,0.6817,,0.219607843,,0.271568628,0.6091205212,770.0,13000.0,42400.0,1.0,0.4331,0.5669,260.0,910.0,9610.0,,5
8956,172334.0,2014,Spring Arbor University,3.0,4.0,2.0,0.6505,23.0,1069.0,2860.0,277.0,23400.0,23400.0,6679.0,4953.0,0.5673,0.7572,0.74,,0.120527307,,0.247645951,0.7082405345,973.0,16125.0,42600.0,1.0,0.3052,0.6948,994.0,800.0,8170.0,,5
8965,173045.0,2014,Augsburg University,3.0,4.0,2.0,0.6086,23.0,1053.0,2661.0,344.0,33209.0,33209.0,9476.0,6868.0,0.6326,0.8158,0.7115,,0.135977337,,0.203966006,0.8418367347,776.0,20000.0,52000.0,1.0,0.4543,0.5457,946.0,1200.0,8556.0,,5
8968,173160.0,2014,Bethel University,3.0,4.0,2.0,0.9485,25.0,1144.0,3178.0,446.0,31760.0,31760.0,9233.0,7577.0,0.7136,0.8504,0.6746,,0.151815182,,0.141914191,0.932059448,950.0,18750.0,50100.0,1.0,0.3694,0.6306,1060.0,1080.0,9200.0,,5
8971,173300.0,2014,Concordia College at Moorhead,3.0,4.0,2.0,0.7998,25.0,1144.0,2464.0,496.0,32814.0,32814.0,10209.0,6518.0,0.7101,0.8449,0.68,,0.049668874,,0.086092715,0.9113372093,622.0,23250.0,48300.0,1.0,0.386,0.614,27.0,920.0,7160.0,,5
8972,173328.0,2014,Concordia University-Saint Paul,3.0,4.0,2.0,0.5239,21.0,991.0,1927.0,158.0,19700.0,19700.0,5381.0,4358.0,0.4627,0.7278,0.6249,,0.216071429,,0.205357143,0.7386363636,515.0,13000.0,57400.0,1.0,0.4292,0.5708,1455.0,1400.0,7750.0,,5
8978,173665.0,2014,Hamline University,3.0,4.0,2.0,0.6557,24.0,1106.0,2108.0,421.0,35108.0,35108.0,7717.0,6607.0,0.6637,0.813,0.7432,,0.159059474,,0.201936376,0.8176691729,567.0,15000.0,55100.0,1.0,0.4231,0.5769,2417.0,1200.0,9090.0,,5
8999,174491.0,2014,University of Northwestern-St Paul,3.0,4.0,2.0,0.6915,25.0,1126.0,2038.0,357.0,28020.0,28020.0,7118.0,6078.0,0.6844,0.7894,0.5087,,0.150326797,,0.205882353,0.9345637584,642.0,16250.0,41100.0,1.0,0.4028,0.5972,203.0,610.0,8510.0,,5
9004,174792.0,2014,Saint Johns University,3.0,4.0,2.0,0.7516,26.0,1155.0,1871.0,302.0,37162.0,37162.0,12673.0,7899.0,0.7946,0.8552,0.6095,,0.040871935,,0.04359673,0.9590163934,358.0,22000.0,64400.0,1.0,1.0,0.0,108.0,1000.0,8984.0,,5
9005,174817.0,2014,Saint Mary's University of Minnesota,3.0,4.0,2.0,0.7485,23.0,1068.0,1897.0,263.0,29315.0,29315.0,5196.0,6585.0,0.5516,0.7896,0.6297,,0.360068259,,0.122866894,0.849002849,552.0,15000.0,48400.0,1.0,0.4528,0.5472,3596.0,1300.0,7700.0,,5
9007,174862.0,2014,Crown College,3.0,4.0,2.0,0.55,21.0,983.0,1095.0,117.0,22430.0,22430.0,3243.0,4584.0,0.5563,0.6959,0.7022,,0.096385542,,0.265060241,0.8452380952,331.0,11500.0,36100.0,1.0,0.4758,0.5242,184.0,1150.0,7480.0,,5
9008,174899.0,2014,The College of Saint Scholastica,3.0,4.0,2.0,0.7265,24.0,1085.0,2858.0,358.0,31612.0,31612.0,7878.0,6904.0,0.6838,0.8365,0.689,,0.222743259,,0.158264947,0.8788368336,852.0,16562.0,54800.0,1.0,0.3069,0.6931,1289.0,1150.0,8348.0,,5
9009,174914.0,2014,University of St Thomas,3.0,4.0,2.0,0.8617,26.0,1165.0,6246.0,918.0,35308.0,35308.0,12539.0,9892.0,0.751,0.8755,0.5738,,0.086283186,,0.085545723,0.9104477612,1250.0,20980.0,62000.0,1.0,0.5299,0.4701,3871.0,1300.0,8986.0,,5
9010,175005.0,2014,St Catherine University,3.0,4.0,2.0,0.6089,23.0,1051.0,3479.0,385.0,34744.0,34744.0,9805.0,6737.0,0.5396,0.7861,0.7682,,0.117702448,,0.224105461,0.7855805243,1050.0,19937.0,50100.0,1.0,0.0331,0.9669,1458.0,1000.0,8568.0,,5
9020,175421.0,2014,Belhaven University,3.0,4.0,2.0,0.4842,22.0,1033.0,2487.0,162.0,19970.0,19970.0,4341.0,4327.0,0.3983,0.6,0.7219,,0.137323944,0.015258216,0.261737089,0.5986622074,902.0,12500.0,40900.0,1.0,0.3852,0.6148,1276.0,1402.0,7200.0,,5
9036,176053.0,2014,Mississippi College,3.0,4.0,2.0,0.673,24.0,1098.0,2895.0,295.0,14868.0,14868.0,8024.0,7079.0,0.5305,0.6839,0.5983,,0.155581948,,0.159144893,0.7236842105,851.0,12500.0,44100.0,1.0,0.4117,0.5883,2016.0,1100.0,8100.0,,5
9044,176479.0,2014,William Carey University,3.0,4.0,2.0,0.4877,24.0,1105.0,2166.0,176.0,10800.0,10800.0,6338.0,5888.0,0.6196,0.7746,0.7997,,0.24019025,,0.211652794,0.6191446029,813.0,12000.0,40900.0,1.0,0.3583,0.6417,1625.0,2850.0,5590.0,,5
9045,176628.0,2014,Avila University,3.0,4.0,2.0,0.6108,22.0,1028.0,1336.0,172.0,24950.0,24950.0,6943.0,6747.0,0.4912,0.7,0.7291,,0.178743961,,0.198067633,0.7168674699,333.0,15000.0,45100.0,1.0,0.3331,0.6669,570.0,1600.0,6908.0,,5
9050,177214.0,2014,Drury University,3.0,4.0,2.0,0.8095,25.0,1146.0,4001.0,322.0,22295.0,22295.0,6799.0,7024.0,0.5741,0.8444,0.5407,,0.170711974,,0.286407767,0.6388888889,1444.0,11750.0,35400.0,1.0,0.3894,0.6106,418.0,1200.0,8024.0,,5
9052,177339.0,2014,Evangel University,3.0,4.0,2.0,0.6425,23.0,1046.0,2071.0,315.0,20040.0,20040.0,6543.0,6433.0,0.5291,0.727,0.9271,,0.17151608,,0.23583461,0.8156682028,630.0,13791.0,39300.0,1.0,0.4404,0.5596,197.0,1000.0,6910.0,,5
9053,177418.0,2014,Fontbonne University,3.0,4.0,2.0,0.6524,23.0,1070.0,1242.0,88.0,22684.0,22684.0,8770.0,6008.0,0.4093,0.7941,0.6967,,0.150997151,,0.205128205,0.574137931,454.0,21000.0,46400.0,1.0,0.3269,0.6731,669.0,1000.0,8400.0,,5
9058,177968.0,2014,Lindenwood University,3.0,4.0,2.0,0.6629,23.0,1045.0,7928.0,896.0,15150.0,15150.0,3942.0,6787.0,0.4484,0.707,0.6477,,0.122496507,0.013972986,0.258500233,0.7152635181,2139.0,13833.0,44100.0,1.0,0.4635,0.5365,3760.0,2000.0,7790.0,,5
9061,178059.0,2014,Maryville University of Saint Louis,3.0,4.0,2.0,0.7611,25.0,1142.0,2746.0,250.0,25002.0,25002.0,6897.0,7411.0,0.6735,0.8678,0.6802,,0.171730515,0.01321004,0.192866579,0.7605224964,726.0,17500.0,50500.0,1.0,0.2906,0.7094,2204.0,1600.0,9606.0,,5
9063,178244.0,2014,Missouri Baptist University,3.0,4.0,2.0,0.6095,22.0,1001.0,1710.0,202.0,21790.0,21790.0,4293.0,5248.0,0.4407,0.6008,0.3499,,0.233283804,,0.219910847,0.7099697885,650.0,12500.0,38100.0,1.0,0.4456,0.5544,1395.0,1200.0,8640.0,,5
9065,178369.0,2014,Missouri Valley College,3.0,4.0,2.0,0.2218,20.0,920.0,1411.0,322.0,18300.0,18300.0,3545.0,4635.0,0.2494,0.436,0.6479,,0.056710775,,0.245746692,0.6901960784,571.0,9500.0,36500.0,1.0,0.5826,0.4174,12.0,1000.0,7700.0,,5
9075,178721.0,2014,Park University,3.0,4.0,2.0,0.9638,,,9723.0,150.0,10600.0,10600.0,3658.0,6110.0,0.4345,0.6488,0.44,,0.182822523,0.014255168,0.289023521,0.7005545287,2470.0,7601.0,49600.0,1.0,0.5294,0.4706,780.0,1800.0,7152.0,,5
9077,179043.0,2014,Rockhurst University,3.0,4.0,2.0,0.7543,26.0,1164.0,1682.0,413.0,31290.0,31290.0,7167.0,6863.0,0.6921,0.8744,0.5954,,0.235294118,,0.071078431,0.8351893096,463.0,13850.0,53500.0,1.0,0.409,0.591,679.0,1442.0,8460.0,,5
9078,179159.0,2014,Saint Louis University,3.0,4.0,2.0,0.6443,28.0,1237.0,7961.0,952.0,36726.0,36726.0,16641.0,10028.0,0.6974,0.8683,0.348,,0.102073365,0.010632642,0.09569378,0.8584070796,1681.0,19000.0,61800.0,1.0,0.4045,0.5955,4776.0,1500.0,10380.0,,5
9080,179326.0,2014,Southwest Baptist University,3.0,4.0,2.0,0.9022,23.0,1062.0,2515.0,393.0,20040.0,20040.0,5310.0,5605.0,0.5185,0.6358,0.5813,,0.147239264,,0.195092025,0.748015873,634.0,12000.0,36700.0,1.0,0.3527,0.6473,850.0,1500.0,6800.0,,5
9087,179867.0,2014,Washington University in St Louis,3.0,4.0,2.0,0.1555,33.0,1474.0,6851.0,525.0,44841.0,44841.0,97613.0,13286.0,0.9404,0.9642,0.2207,,0.078431373,,0.035947712,0.8878923767,617.0,18014.0,82800.0,1.0,0.4988,0.5012,6696.0,940.0,13977.0,,5
9088,179894.0,2014,Webster University,3.0,4.0,2.0,0.5806,24.0,1107.0,3398.0,341.0,23760.0,23760.0,6648.0,8068.0,0.5942,0.8078,0.6536,,0.218253968,,0.186507937,0.7114035088,1004.0,15625.0,46800.0,1.0,0.4385,0.5615,14376.0,1000.0,10264.0,,5
9091,179964.0,2014,William Woods University,3.0,4.0,2.0,0.7514,23.0,1047.0,1001.0,142.0,20650.0,20650.0,6016.0,5301.0,0.565,0.7436,0.6207,,0.147727273,,0.117424242,0.6880733945,366.0,14542.5,38600.0,1.0,0.2677,0.7323,1134.0,1200.0,8400.0,,5
9096,180258.0,2014,University of Providence,3.0,4.0,2.0,0.7272,,,1032.0,98.0,20960.0,20960.0,3952.0,4857.0,0.2963,0.6889,0.5749,,0.146496815,,0.277070064,0.8717948718,302.0,12500.0,36500.0,1.0,0.3217,0.6783,92.0,1000.0,7024.0,,5
9106,180984.0,2014,Concordia University-Nebraska,3.0,4.0,2.0,0.7152,24.0,1091.0,1185.0,225.0,24750.0,24750.0,5404.0,6086.0,0.6364,0.7568,0.5395,,0.096774194,,0.090322581,0.8850574713,303.0,15580.5,41000.0,1.0,0.5013,0.4987,698.0,900.0,6700.0,,5
9107,181002.0,2014,Creighton University,3.0,4.0,2.0,0.7665,27.0,1214.0,3943.0,774.0,34330.0,34330.0,13789.0,9081.0,0.7592,0.9088,0.7041,,0.144430845,,0.084455324,0.8495762712,936.0,20700.0,66600.0,1.0,0.4022,0.5978,3943.0,1200.0,9728.0,,5
9109,181127.0,2014,Hastings College,3.0,4.0,2.0,0.7364,24.0,1083.0,1060.0,186.0,25520.0,25520.0,7894.0,6292.0,0.5762,0.661,0.6912,,0.074675325,,0.107142857,0.8754716981,326.0,19213.5,45000.0,1.0,0.5142,0.4858,26.0,1000.0,7270.0,,5
9113,181330.0,2014,Midland University,3.0,4.0,2.0,0.6832,21.0,970.0,1189.0,346.0,27146.0,27146.0,4625.0,5733.0,0.493,0.6171,0.804,,0.087431694,,0.191256831,0.7944664032,202.0,11000.0,42900.0,1.0,0.5038,0.4962,96.0,1020.0,6850.0,,5
9115,181446.0,2014,Nebraska Wesleyan University,3.0,4.0,2.0,0.7689,24.0,1109.0,1892.0,254.0,27242.0,27242.0,6896.0,6285.0,0.6849,0.7753,0.6626,,0.127962085,,0.125592417,0.8638392857,456.0,18000.0,51800.0,1.0,0.3779,0.6221,222.0,1200.0,7550.0,,5
9130,182670.0,2014,Dartmouth College,3.0,4.0,2.0,0.0978,32.0,1446.0,4154.0,410.0,46752.0,46752.0,25268.0,13143.0,0.947,0.9726,0.2454,,0.221172023,,0.030245747,0.9247863248,572.0,10563.0,104000.0,1.0,0.5091,0.4909,2066.0,1101.0,13446.0,,5
9131,182795.0,2014,Franklin Pierce University,3.0,4.0,2.0,0.8472,19.0,975.0,1664.0,478.0,31000.0,31000.0,7615.0,5299.0,0.4409,0.6729,0.669,,0.125748503,,0.153692615,,511.0,11600.0,41300.0,1.0,0.4435,0.5565,533.0,1200.0,11598.0,,5
9133,182980.0,2014,New England College,3.0,4.0,2.0,0.8997,,,1465.0,273.0,33000.0,33000.0,5347.0,6008.0,0.3979,0.616,0.7249,,0.076502732,,0.25136612,0.7564766839,308.0,7806.0,39400.0,1.0,0.4512,0.5488,746.0,1000.0,12930.0,,5
9134,183026.0,2014,Southern New Hampshire University,3.0,4.0,2.0,0.7866,,965.0,17172.0,726.0,28884.0,28884.0,2829.0,6991.0,0.542,0.6918,0.6931,,0.116213152,0.004346183,0.295729403,0.7898089172,1807.0,5121.0,46400.0,1.0,0.4022,0.5978,10306.0,1500.0,11132.0,,5
9143,183211.0,2014,Rivier University,3.0,4.0,2.0,0.8928,19.0,932.0,1524.0,195.0,28055.0,28055.0,7573.0,6599.0,0.6279,0.7661,0.6209,,0.240223464,,0.148044693,0.8117913832,398.0,17750.0,46400.0,1.0,0.1818,0.8182,755.0,1200.0,10570.0,,5
9150,183822.0,2014,Bloomfield College,3.0,4.0,2.0,0.5464,,835.0,1906.0,351.0,25880.0,25880.0,8103.0,7807.0,0.3642,0.6347,0.8211,,0.073313783,,0.258064516,0.5115740741,729.0,13750.0,40200.0,1.0,0.3536,0.6464,7.0,1200.0,10900.0,,5
9153,183910.0,2014,Caldwell University,3.0,4.0,2.0,0.6408,21.0,949.0,1570.0,270.0,29000.0,29000.0,6788.0,7944.0,0.5345,0.7301,0.836,,0.103448276,,0.243678161,0.7004405286,415.0,14728.5,46800.0,1.0,0.3108,0.6892,582.0,2000.0,11000.0,,5
9155,183974.0,2014,Centenary University,3.0,4.0,2.0,0.9094,21.0,956.0,1708.0,235.0,30540.0,30540.0,5408.0,6656.0,0.5673,0.7091,0.5817,,0.15720524,,0.163755459,0.7728706625,457.0,15750.0,49600.0,1.0,0.3987,0.6013,692.0,975.0,10320.0,,5
9159,184348.0,2014,Drew University,3.0,4.0,2.0,0.7743,25.0,1109.0,1453.0,238.0,44068.0,44068.0,13206.0,8538.0,0.6881,0.7569,0.6039,,0.043478261,,0.065217391,0.8524096386,420.0,23250.0,55500.0,1.0,0.382,0.618,798.0,1228.0,11944.0,,5
9161,184603.0,2014,Fairleigh Dickinson University-Metropolitan Campus,3.0,4.0,2.0,0.7341,,985.0,3915.0,547.0,34882.0,34882.0,7217.0,8296.0,0.465,0.7573,0.3668,,0.130016959,0.007914076,0.188807236,0.7433198381,1766.0,14250.0,52900.0,1.0,0.4212,0.5788,2438.0,1230.0,13068.0,,5
9162,184612.0,2014,Felician University,3.0,4.0,2.0,0.8819,19.0,877.0,1618.0,204.0,29990.0,29990.0,8805.0,6612.0,0.4592,0.7588,0.6941,,0.160453809,,0.147487844,0.6779661017,573.0,19000.0,46600.0,1.0,0.2763,0.7237,312.0,1200.0,11650.0,,5
9163,184694.0,2014,Fairleigh Dickinson University-Florham Campus,3.0,4.0,2.0,0.7774,,1020.0,2242.0,476.0,37348.0,37348.0,11322.0,8250.0,0.5423,0.7314,0.6927,,0.130016959,0.007914076,0.188807236,0.7433198381,1766.0,14250.0,52900.0,1.0,0.4536,0.5464,755.0,1230.0,13068.0,,5
9164,184773.0,2014,Georgian Court University,3.0,4.0,2.0,0.779,,900.0,1398.0,145.0,29606.0,29606.0,7052.0,8029.0,0.5133,0.7125,0.6788,,0.179752066,,0.163223141,0.667961165,488.0,17600.0,42000.0,1.0,0.1466,0.8534,690.0,1350.0,10120.0,,5
9173,185572.0,2014,Monmouth University,3.0,4.0,2.0,0.7791,24.0,1063.0,4557.0,725.0,31018.0,31018.0,8540.0,8286.0,0.6081,0.7952,0.6716,,0.151841869,0.009883199,0.052111411,0.7683965918,1152.0,21400.0,56500.0,1.0,0.4079,0.5921,1709.0,1100.0,11234.0,,5
9178,186131.0,2014,Princeton University,3.0,4.0,2.0,0.0741,33.0,1495.0,5234.0,232.0,40170.0,40170.0,48021.0,15711.0,0.9694,0.9757,0.0482,,,,0.071942446,0.8859060403,304.0,7500.0,113900.0,1.0,0.5096,0.4904,2691.0,1200.0,13080.0,,5
9180,186283.0,2014,Rider University,3.0,4.0,2.0,0.7187,22.0,1038.0,4192.0,694.0,35270.0,35270.0,12584.0,10318.0,0.6576,0.7889,0.656,,0.112600536,,0.09383378,0.83203125,1226.0,20625.0,53000.0,1.0,0.4115,0.5885,985.0,1500.0,12900.0,,5
9184,186432.0,2014,Saint Peter's University,3.0,4.0,2.0,0.5408,19.0,913.0,2369.0,320.0,32284.0,32284.0,8447.0,8274.0,0.5332,0.7436,0.6353,,0.064516129,,0.191756272,0.6223628692,676.0,14750.0,48400.0,1.0,0.3997,0.6003,710.0,800.0,13458.0,,5
9186,186584.0,2014,Seton Hall University,3.0,4.0,2.0,0.7916,25.0,1121.0,5632.0,980.0,35820.0,35820.0,10681.0,9282.0,0.6409,0.8309,0.5785,,0.130124777,0.009803922,0.118538324,0.8448098664,1225.0,18500.0,62700.0,1.0,0.4105,0.5895,4064.0,1000.0,11898.0,,5
9188,186867.0,2014,Stevens Institute of Technology,3.0,4.0,2.0,0.3816,30.0,1305.0,2662.0,446.0,44490.0,44490.0,14918.0,9474.0,0.7861,0.9625,0.6589,,0.038854806,,0.036809816,0.936416185,489.0,25250.0,89100.0,1.0,0.719,0.281,3093.0,950.0,14214.0,,5
9213,188340.0,2014,Vaughn College of Aeronautics and Technology,2.0,4.0,2.0,0.7706,,989.0,1721.0,224.0,20450.0,20450.0,7033.0,9139.0,0.3646,0.7674,0.6926,,0.202531646,,0.321202532,0.6995305164,543.0,11500.0,55000.0,1.0,0.8768,0.1232,17.0,2050.0,16052.0,,5
9214,188429.0,2014,Adelphi University,3.0,4.0,2.0,0.6814,22.0,1098.0,5000.0,636.0,30800.0,30800.0,12142.0,11315.0,0.6251,0.8112,0.6059,,0.206177606,0.008494209,0.112741313,0.7986577181,1338.0,19187.5,58400.0,1.0,0.3054,0.6946,2605.0,1400.0,12330.0,,5
9216,188526.0,2014,Albany College of Pharmacy and Health Sciences,3.0,4.0,2.0,0.634,27.0,1195.0,1075.0,202.0,28900.0,28900.0,11879.0,8530.0,0.7235,0.8097,0.814,,0.211356467,,0.059936909,0.9710982659,223.0,22250.0,111500.0,1.0,0.3972,0.6028,561.0,1000.0,10000.0,,5
9217,188641.0,2014,Alfred University,3.0,4.0,2.0,0.698,25.0,1106.0,1905.0,495.0,25430.0,25430.0,10891.0,6408.0,0.6216,0.7463,0.7783,,0.070052539,,0.103327496,0.8547619048,494.0,20500.0,45700.0,1.0,0.4955,0.5045,471.0,1150.0,11618.0,,5
9220,189088.0,2014,Bard College,3.0,4.0,2.0,0.3761,,,2201.0,334.0,46370.0,46370.0,23839.0,10804.0,0.7388,0.875,0.4901,,0.087947883,,0.104234528,0.8847262248,301.0,19500.0,41600.0,1.0,0.4889,0.5111,341.0,950.0,13502.0,,5
9226,189705.0,2014,Canisius College,3.0,4.0,2.0,0.7251,25.0,1101.0,2858.0,566.0,33332.0,33332.0,8788.0,7530.0,0.6749,0.802,0.6311,,0.093711467,,0.086313194,0.8096446701,701.0,18200.0,49900.0,1.0,0.4713,0.5287,1453.0,1000.0,12270.0,,5
9229,190044.0,2014,Clarkson University,3.0,4.0,2.0,0.6403,26.0,1187.0,3060.0,661.0,40540.0,40540.0,13218.0,10138.0,0.7287,0.87,0.7773,,0.06377858,,0.054151625,0.92,743.0,22500.0,70800.0,1.0,0.7196,0.2804,616.0,1416.0,12998.0,,5
9231,190099.0,2014,Colgate University,3.0,4.0,2.0,0.2638,31.0,1370.0,2872.0,181.0,46380.0,46380.0,21634.0,10985.0,0.9086,0.9312,0.2698,,,,0.066666667,0.9078947368,278.0,14000.0,75300.0,1.0,0.4481,0.5519,10.0,1140.0,11510.0,,5
9232,190150.0,2014,Columbia University in the City of New York,3.0,4.0,2.0,0.0742,33.0,1471.0,7970.0,526.0,49138.0,49138.0,78147.0,15706.0,0.9329,0.9734,0.2659,,0.260229133,,0.131751228,0.879211175,1298.0,13806.5,107600.0,1.0,0.5251,0.4749,18987.0,1170.0,11978.0,,5
9234,190415.0,2014,Cornell University,3.0,4.0,2.0,0.1556,32.0,1422.0,14309.0,1407.0,45358.0,45358.0,23140.0,13820.0,0.9334,0.9677,0.3154,,0.21264637,,0.031381733,0.8961488533,2130.0,11000.0,98400.0,1.0,0.4899,0.5101,7200.0,850.0,13680.0,,5
9255,190716.0,2014,D'Youville College,3.0,4.0,2.0,0.7908,23.0,1047.0,1855.0,231.0,22850.0,22850.0,8975.0,6071.0,0.4112,0.7875,0.7475,,0.275290216,,0.150912106,0.8021390374,654.0,18665.0,53700.0,1.0,0.2658,0.7342,1127.0,1200.0,10520.0,,5
9256,190725.0,2014,Daemen College,3.0,4.0,2.0,0.4864,,,1971.0,387.0,24090.0,24090.0,7624.0,5947.0,0.4931,0.7352,0.6727,,0.146412884,,0.127379209,0.8114285714,626.0,12500.0,46200.0,1.0,0.2709,0.7291,715.0,800.0,11300.0,,5
9257,190761.0,2014,Dominican College of Blauvelt,3.0,4.0,2.0,0.7189,21.0,899.0,1505.0,257.0,24790.0,24790.0,7242.0,7601.0,0.3565,0.6689,0.879,,0.122873346,,0.15879017,0.6445012788,570.0,15000.0,51500.0,1.0,0.3442,0.6558,471.0,1450.0,11650.0,,5
9258,190770.0,2014,Dowling College,3.0,4.0,2.0,0.7828,,,1708.0,288.0,28390.0,28390.0,9924.0,8003.0,0.3408,0.6203,0.5425,,0.162878788,,0.248106061,0.6353503185,808.0,15850.0,47000.0,1.0,0.459,0.541,884.0,1000.0,10770.0,,5
9260,190983.0,2014,Elmira College,3.0,4.0,2.0,0.7978,24.0,1060.0,1317.0,283.0,38150.0,38150.0,8417.0,4676.0,0.6265,0.736,0.7792,,0.094763092,,0.112219451,0.8376963351,374.0,20000.0,46000.0,1.0,0.2855,0.7145,134.0,600.0,11500.0,,5
9264,191241.0,2014,Fordham University,3.0,4.0,2.0,0.4713,28.0,1258.0,8193.0,1181.0,43902.0,43902.0,13784.0,12679.0,0.8051,0.9051,0.5467,,0.1097867,,0.075909661,0.8440225757,1688.0,20250.0,64200.0,1.0,0.4612,0.5388,6752.0,984.0,15835.0,,5
9270,191630.0,2014,Hobart William Smith Colleges,3.0,4.0,2.0,0.4944,,,2311.0,340.0,46165.0,46165.0,13098.0,9360.0,0.79,0.8817,0.5497,,,,0.023310023,0.8613445378,414.0,26342.0,60200.0,1.0,0.4531,0.5469,4.0,1300.0,11685.0,,5
9271,191649.0,2014,Hofstra University,3.0,4.0,2.0,0.5871,26.0,1165.0,6748.0,954.0,37400.0,37400.0,15989.0,12848.0,0.6212,0.7826,0.5565,,0.093785961,0.010932106,0.14269275,0.7953964194,1645.0,15000.0,59200.0,1.0,0.4647,0.5353,4102.0,1000.0,12800.0,,5
9272,191676.0,2014,Houghton College,3.0,4.0,2.0,0.9108,25.0,1113.0,1047.0,187.0,27728.0,27728.0,10107.0,5802.0,0.7386,0.8755,0.6783,,0.078688525,,0.232786885,0.9130434783,351.0,18750.0,44300.0,1.0,0.3543,0.6457,19.0,1000.0,8012.0,,5
9274,191931.0,2014,Iona College,3.0,4.0,2.0,0.9212,22.0,1009.0,3166.0,569.0,32770.0,32770.0,8271.0,9082.0,0.6258,0.8269,0.5797,,0.048192771,,0.09103079,0.8013888889,767.0,19500.0,58400.0,1.0,0.4561,0.5439,702.0,1500.0,13175.0,,5
9275,191968.0,2014,Ithaca College,3.0,4.0,2.0,0.666,,,6202.0,1175.0,38400.0,38400.0,12032.0,8425.0,0.7575,0.8752,0.686,,0.077102804,,0.043613707,0.9147147147,1706.0,22550.0,56100.0,1.0,0.4373,0.5627,489.0,1458.0,13900.0,,5
9278,192192.0,2014,Keuka College,3.0,4.0,2.0,0.8778,,,1830.0,244.0,27465.0,27465.0,7308.0,6373.0,0.4818,0.7249,0.6431,,0.136103152,,0.219197708,0.7459954233,579.0,19500.0,43700.0,1.0,0.2344,0.7656,206.0,1500.0,10590.0,,5
9279,192271.0,2014,LIM College,3.0,4.0,3.0,0.7502,20.0,907.0,1508.0,191.0,23645.0,23645.0,4491.0,6582.0,0.4586,0.7336,0.677,,0.129589633,0.021598272,0.179265659,0.7165605096,430.0,18560.0,50400.0,1.0,0.0703,0.9297,134.0,900.0,19850.0,,5
9280,192323.0,2014,Le Moyne College,3.0,4.0,2.0,0.619,24.0,1080.0,2619.0,427.0,30460.0,30460.0,9710.0,8776.0,0.7383,0.875,0.697,,0.130666667,,0.090666667,0.7971014493,728.0,19250.0,52800.0,1.0,0.4246,0.5754,534.0,1300.0,11740.0,,5
